year,Infant,Children,Youth,Adult,Elderly,Sum Prediction,Total_Populations,Province,DependencyRatio
2029,36914.929033158856,281726.9009642236,282527.1423501289,1582786.2084025857,420771.30178122444,2604726.4825313217,2608523.6013777433,นครราชสีมา,0.39640156517414604
2030,33643.63185706212,273606.2804654189,276314.3762191847,1587936.9620439094,431025.98864483146,2602527.2392304065,2605418.936420092,นครราชสีมา,0.39601736408308413
2031,30372.334680965385,265485.6599666142,270101.61008824053,1593087.7156852328,441280.67550843855,2600327.9959294917,2602314.27146244,นครราชสีมา,0.3956327250050162
2032,27101.03750486865,257365.0394678095,263888.84395729634,1598238.4693265562,451535.3623720456,2598128.752628576,2599209.606504788,นครราชสีมา,0.39524764719056116
2033,23829.740328771913,249244.41896900476,257676.07782635212,1603389.2229678796,461790.04923565267,2595929.5093276612,2596104.9415471368,นครราชสีมา,0.3948621298886274
2034,20558.44315267518,241123.79847020007,251463.3116954079,1608539.976609203,472044.7360992597,2593730.2660267456,2593000.276589485,นครราชสีมา,0.3944761723464078
2035,17287.145976578446,233003.17797139537,245250.5455644637,1613690.7302505267,482299.4229628667,2591531.022725831,2589895.611631833,นครราชสีมา,0.39408977380937493
2036,14015.848800481712,224882.55747259065,239037.77943351952,1618841.48389185,492554.10982647375,2589331.779424916,2586790.9466741816,นครราชสีมา,0.39370293352127644
2037,10744.551624384978,216761.93697378595,232825.0133025753,1623992.2375331735,502808.7966900808,2587132.5361240003,2583686.2817165297,นครราชสีมา,0.3933156507241295
2038,7473.254448288244,208641.31647498126,226612.24717163108,1629142.991174497,513063.48355368787,2584933.2928230856,2580581.6167588783,นครราชสีมา,0.39292792465821613
2039,4201.95727219151,200520.69597617653,220399.4810406869,1634293.7448158204,523318.17041729495,2582734.0495221703,2577476.9518012265,นครราชสีมา,0.3925397545620785
2040,930.6600960947762,192400.07547737184,214186.7149097427,1639444.498457144,533572.857280902,2580534.8062212556,2574372.2868435746,นครราชสีมา,0.39215113967251347
2041,0.0,184279.4549785671,207973.94877879848,1644595.2520984674,543827.544144509,2578335.56292034,2571267.621885923,นครราชสีมา,0.39302553382528876
2042,0.0,176158.83447976242,201761.18264785426,1649746.0057397909,554082.231008116,2576136.319619425,2568162.9569282713,นครราชสีมา,0.3944035810759109
2043,0.0,168038.2139809577,195548.41651691007,1654896.7593811143,564336.9178717231,2573937.0763185094,2565058.2919706195,นครราชสีมา,0.3957832101117278
2044,0.0,159917.593482153,189335.65038596588,1660047.5130224377,574591.6047353302,2571737.8330175946,2561953.627012968,นครราชสีมา,0.39716442365777066
2045,0.0,151796.9729833483,183122.88425502167,1665198.2666637613,584846.2915989372,2569538.5897166794,2558848.962055316,นครราชสีมา,0.39854722444533364
2046,0.0,143676.35248454357,176910.11812407747,1670349.0203050848,595100.9784625443,2567339.3464157647,2555744.2970976643,นครราชสีมา,0.3999316152119921
2047,0.0,135555.73198573888,170697.35199313326,1675499.7739464082,605355.6653261513,2565140.103114849,2552639.632140013,นครราชสีมา,0.40131759870162054
2048,0.0,127435.11148693415,164484.58586218907,1680650.5275877316,615610.3521897583,2562940.859813934,2549534.967182361,นครราชสีมา,0.40270517766441044
2049,0.0,119314.49098812946,158271.81973124485,1685801.281229055,625865.0390533654,2560741.6165130185,2546430.302224709,นครราชสีมา,0.4040943548568889
2050,0.0,111193.87048932476,152059.05360030066,1690952.0348703787,636119.7259169724,2558542.3732121037,2543325.637267058,นครราชสีมา,0.4054851330419363
2013,57658.060221214066,250721.975,240953.72591073785,862269.3046058932,138374.03318921654,1549977.0989270618,1574924.0874672441,บุรีรัมย์,0.40495353709323767
2014,55760.98989811454,250333.0642656096,241181.75885278673,867595.3717706652,141888.17428503928,1556759.3590722154,1576697.6580346865,บุรีรัมย์,0.40403270961845
2015,53924.72297370106,248141.2270141067,241546.13022854994,871427.8295348032,148648.40774291387,1563688.3174940748,1583669.3880925686,บุรีรัมย์,0.4049639740237544
2016,51510.91068370934,245724.4943422865,236119.63599640652,878792.5601046633,155332.44011419572,1567480.0412412614,1589665.2381682824,บุรีรัมย์,0.4059224096057561
2017,49271.48001587659,242602.5553690019,232152.96539760818,886259.5853162524,161465.04413715887,1571751.630235898,1592094.1471722063,บุรีรัมย์,0.40534155239288044
2018,47154.17430120521,239847.20287701662,225423.01269965127,892796.6214218495,168846.81577870355,1574067.8270784263,1595937.2305133636,บุรีรัมย์,0.4076553291027217
2019,45510.566222853515,236190.7545242493,220880.338239016,898754.3379154318,175824.11609475312,1577160.1129963037,1598352.48424469,บุรีรัมย์,0.4086381447324365
2020,43822.343671912946,230359.18460204723,218975.6941697045,902225.9977320709,182502.77163802335,1577885.991813759,1597953.399205887,บุรีรัมย์,0.4073168130324157
2021,41679.180022357155,224975.17958242472,215738.13168729862,907947.338856362,188164.48694700393,1578504.3170954466,1575232.6916817732,บุรีรัมย์,0.40475636508117857
2022,38804.119029796886,220472.71070041062,208200.73593267106,913037.9599288963,193930.37819610402,1574445.9037878788,1575345.0927913894,บุรีรัมย์,0.4042022538100722
2023,36160.116760854486,214827.15650435642,204681.12584505716,914987.6046617008,200279.67039457493,1570935.6741665439,1573400.2689445862,บุรีรัมย์,0.4030361225284411
2024,33935.50401796502,209830.97055441208,200215.0408523953,918846.6589346091,206295.7591652259,1569123.9335246077,1569951.35813995,บุรีรัมย์,0.40217821217835015
2025,31710.891275075544,204834.7846044677,195748.9558597334,922705.7132075176,212311.8479358769,1567312.192882671,1566502.4473353142,บุรีรัมย์,0.4013193705827617
2026,29486.278532186072,199838.59865452338,191282.8708670715,926564.767480426,218327.9367065279,1565500.4522407348,1563053.5365306782,บุรีรัมย์,0.4004595962245784
2027,27261.665789296603,194842.412704579,186816.7858744096,930423.8217533344,224344.0254771789,1563688.7115987984,1559604.6257260423,บุรีรัมย์,0.39959888758340556
2028,25037.053046407134,189846.22675463467,182350.70088174773,934282.8760262427,230360.1142478299,1561876.9709568622,1556155.7149214062,บุรีรัมย์,0.3987372431355423
2029,22812.440303517666,184850.0408046903,177884.61588908584,938141.9302991512,236376.20301848085,1560065.2303149258,1552706.8041167704,บุรีรัมย์,0.39787466135397287
2030,20587.827560628193,179853.85485474596,173418.53089642397,942000.9845720596,242392.29178913185,1558253.4896729896,1549257.8933121343,บุรีรัมย์,0.39701114070835747
2031,18363.214817738724,174857.6689048016,168952.44590376207,945860.038844968,248408.38055978285,1556441.7490310534,1545808.9825074985,บุรีรัมย์,0.39614667966502276
2032,16138.602074849252,169861.48295485723,164486.36091110017,949719.0931178763,254424.4693304338,1554630.0083891167,1542360.0717028624,บุรีรัมย์,0.3952812766869533
2033,13913.989331959783,164865.2970049129,160020.27591843827,953578.1473907848,260440.5581010848,1552818.2677471805,1538911.1608982265,บุรีรัมย์,0.3944149302337826
2034,11689.376589070314,159869.11105496853,155554.1909257764,957437.2016636932,266456.6468717358,1551006.5271052443,1535462.2500935905,บุรีรัมย์,0.3935476387617832
2035,9464.763846180842,154872.9251050242,151088.1059331145,961296.2559366015,272472.73564238683,1549194.786463308,1532013.3392889546,บุรีรัมย์,0.3926794007238585
2036,7240.151103291373,149876.73915507982,146622.02094045264,965155.3102095099,278488.8244130378,1547383.0458213715,1528564.4284843185,บุรีรัมย์,0.3918102145695325
2037,5015.538360401901,144880.55320513545,142155.93594779074,969014.3644824184,284504.91318368877,1545571.3051794353,1525115.5176796827,บุรีรัมย์,0.3909400787449414
2038,2790.925617512432,139884.36725519111,137689.85095512884,972873.4187553268,290521.0019543398,1543759.564537499,1521666.6068750466,บุรีรัมย์,0.39006899169282416
2039,566.3128746229631,134888.18130524678,133223.76596246695,976732.4730282351,296537.09072499076,1541947.8238955624,1518217.6960704108,บุรีรัมย์,0.38919695185251274
2040,0.0,129891.99535530241,128757.68096980506,980591.5273011435,302553.1794956417,1540136.0832536262,1514768.7852657747,บุรีรัมย์,0.38981879792834656
2041,0.0,124895.80940535806,124291.59597714318,984450.5815740519,308569.26826629275,1538324.3426116898,1511319.8744611389,บุรีรัมย์,0.39095209548987864
2042,0.0,119899.6234554137,119825.51098448128,988309.6358469604,314585.3570369437,1536512.6019697536,1507870.9636565028,บุรีรัมย์,0.39208663468053223
2043,0.0,114903.43750546934,115359.4259918194,992168.6901198687,320601.4458075947,1534700.8613278172,1504422.052851867,บุรีรัมย์,0.3932224175418999
2044,0.0,109907.25155552498,110893.34099915752,996027.7443927771,326617.5345782457,1532889.120685881,1500973.1420472309,บุรีรัมย์,0.3943594461200526
2045,0.0,104911.06560558063,106427.25600649562,999886.7986656855,332633.6233488967,1531077.3800439446,1497524.231242595,บุรีรัมย์,0.39549772246555154
2046,0.0,99914.87965563628,101961.17101383374,1003745.852938594,338649.71211954765,1529265.6394020081,1494075.320437959,บุรีรัมย์,0.39663724863346156
2047,0.0,94918.69370569193,97495.08602117185,1007604.9072115023,344665.8008901987,1527453.898760072,1490626.409633323,บุรีรัมย์,0.3977780266833627
2048,0.0,89922.50775574757,93029.00102850996,1011463.9614844107,350681.8896608497,1525642.1581181358,1487177.498828687,บุรีรัมย์,0.3989200586793626
2049,0.0,84926.32180580322,88562.91603584807,1015323.015757319,356697.9784315006,1523830.417476199,1483728.5880240512,บุรีรัมย์,0.400063346690109
2050,0.0,79930.13585585885,84096.83104318619,1019182.0700302275,362714.06720215164,1522018.676834263,1480279.677219415,บุรีรัมย์,0.401207892788803
2013,50404.8546122511,215481.71990485815,214809.0,757794.0694784914,127249.07561677841,1365738.719612379,1389876.4167011294,สุรินทร์,0.40420975675584336
2014,48325.83716023119,214965.29061308844,215420.70052500005,760335.2460661825,131297.08611617802,1370344.1604806802,1390013.8291101526,สุรินทร์,0.40439232296559113
2015,46800.21532907444,212819.22665331743,214200.2652153618,762885.3592697751,136720.63988409805,1373425.7063516267,1393923.813232151,สุรินทร์,0.4056349535132465
2016,44424.05018779431,210708.1459200714,208821.90044397506,768922.1923998758,141449.3634297796,1374325.6523814963,1397812.8022886328,สุรินทร์,0.4056087502243604
2017,42745.43016975184,207929.23607015112,202875.30493307172,774222.9827135917,145788.8861378296,1373561.8400243958,1397626.2466022237,สุรินทร์,0.40575606097173006
2018,41173.313708949,205623.23792029158,197654.26053915286,778403.2969720041,151813.75675455766,1374667.8658949551,1398930.5417994768,สุรินทร์,0.40838811739772
2019,39706.01812150928,202686.54395142035,192760.48672690842,782453.2136447903,157912.51368484352,1375518.7761294718,1399194.2063573052,สุรินทร์,0.41047933966185923
2020,37961.558351778505,198499.6527045327,189839.18551103974,785867.2592376113,163172.04267281343,1375339.6984777758,1397252.2635570355,สุรินทร์,0.40958349294502516
2021,36066.51559000889,194302.72300595665,185818.83379439326,791808.7850003389,167110.69770653386,1375107.5550972314,1371683.4362929433,สุรินทร์,0.40657600978226494
2022,33886.87795580724,190191.42124837378,180024.53845851583,794784.0516984832,172665.6555728745,1371552.5449340544,1370052.913772221,สุรินทร์,0.4069967774013537
2023,31675.860530513626,185513.6255723057,176040.66011944434,796675.2487370733,178313.4687536886,1368218.8637130256,1368056.1244090712,สุรินทร์,0.4065965728076186
2024,29740.117250168412,181405.2125851964,171610.5625465961,800530.1961682197,183586.39151587096,1366872.4800660517,1363392.0790698042,สุรินทร์,0.4060437933628838
2025,27804.373969823195,177296.79959808712,167180.46497374785,804385.143599366,188859.3142780533,1365526.0964190776,1358728.0337305372,สุรินทร์,0.40549035944628814
2026,25868.630689477985,173188.38661097785,162750.3674008996,808240.0910305122,194132.23704023566,1364179.7127721033,1354063.9883912702,สุรินทร์,0.4049362698948348
2027,23932.887409132767,169079.97362386854,158320.26982805133,812095.0384616586,199405.159802418,1362833.3291251294,1349399.9430520034,สุรินทร์,0.4043815235427695
2028,21997.144128787553,164971.56063675927,153890.1722552031,815949.9858928049,204678.08256460037,1361486.9454781553,1344735.8977127364,สุรินทร์,0.4038261192215735
2029,20061.40084844234,160863.14764965,149460.07468235484,819804.9333239512,209951.0053267827,1360140.561831181,1340071.8523734694,สุรินทร์,0.4032700557599537
2030,18125.657568097125,156754.73466254072,145029.9771095066,823659.8807550976,215223.92808896507,1358794.1781842073,1335407.8070342024,สุรินทร์,0.40271333198383563
2031,16189.914287751912,152646.32167543142,140599.87953665835,827514.8281862439,220496.8508511474,1357447.794537233,1330743.7616949354,สุรินทร์,0.4021559467163547
2032,14254.171007406698,148537.90868832215,136169.7819638101,831369.7756173902,225769.77361332974,1356101.4108902588,1326079.7163556684,สุรินทร์,0.4015978987778479
2033,12318.427727061484,144429.49570121284,131739.68439096183,835224.7230485366,231042.6963755121,1354755.0272432847,1321415.6710164014,สุรินทร์,0.4010391869858456
2034,10382.684446716266,140321.08271410357,127309.5868181136,839079.6704796829,236315.61913769445,1353408.6435963106,1316751.6256771344,สุรินทร์,0.4004798101550635
2035,8446.941166371053,136212.6697269943,122879.48924526534,842934.6179108291,241588.5418998768,1352062.2599493368,1312087.5803378676,สุรินทร์,0.39991976709739324
2036,6511.197886025839,132104.25673988502,118449.3916724171,846789.5653419755,246861.46466205915,1350715.8763023627,1307423.5349986006,สุรินทร์,0.3993590566218953
2037,4575.454605680625,127995.84375277572,114019.29409956884,850644.5127731218,252134.38742424152,1349369.4926553885,1302759.4896593336,สุรินทร์,0.3987976775347896
2038,2639.711325335411,123887.43076566645,109589.1965267206,854499.4602042681,257407.31018642386,1348023.1090084144,1298095.4443200666,สุรินทร์,0.39823562863944734
2039,703.9680449901934,119779.01777855716,105159.09895387235,858354.4076354145,262680.2329486062,1346676.7253614403,1293431.3989807996,สุรินทร์,0.3976729087363827
2040,0.0,115670.60479144788,100729.00138102409,862209.3550665608,267953.15571078856,1345330.3417144665,1288767.3536415326,สุรินทร์,0.39838870051607295
2041,0.0,111562.1918043386,96298.90380817585,866064.3024977071,273226.0784729709,1343983.9580674923,1284103.3083022656,สุรินทร์,0.39983684720694346
2042,0.0,107453.77881722932,91868.80623532759,869919.2499288535,278499.0012351533,1342637.5744205182,1279439.2629629986,สุรินทร์,0.40128672588391856
2043,0.0,103345.36583012003,87438.70866247934,873774.1973599998,283771.9239973356,1341291.1907735441,1274775.2176237316,สุรินทร์,0.40273833965604544
2044,0.0,99236.95284301075,83008.6110896311,877629.144791146,289044.84675951797,1339944.8071265698,1270111.1722844648,สุรินทร์,0.40419169163981683
2045,0.0,95128.53985590147,78578.51351678284,881484.0922222924,294317.76952170033,1338598.4234795962,1265447.1269451978,สุรินทร์,0.4056467849591937
2046,0.0,91020.12686879218,74148.4159439346,885339.0396534387,299590.69228388264,1337252.0398326218,1260783.0816059308,สุรินทร์,0.4071036227456272
2047,0.0,86911.7138816829,69718.31837108635,889193.9870845851,304863.615046065,1335905.656185648,1256119.0362666638,สุรินทร์,0.40856220813808175
2048,0.0,82803.30089457362,65288.22079823809,893048.9345157314,310136.5378082474,1334559.2725386738,1251454.9909273968,สุรินทร์,0.41002254428305707
2049,0.0,78694.88790746433,60858.12322538985,896903.8819468777,315409.4605704297,1333212.8888916997,1246790.9455881298,สุรินทร์,0.4114846343346107
2050,0.0,74586.47492035505,56428.025652541604,900758.8293780241,320682.38333261205,1331866.5052447256,1242126.9002488628,สุรินทร์,0.4129484814543813
2013,51198.28698048203,223182.48750000002,223440.24184241673,819056.00736381,126379.6766175414,1443256.7003042502,1464044.4000000001,ศรีสะเกษ,0.38442387817046714
2014,49468.749928309735,221613.07723970257,224329.9181223759,822949.8236122142,131735.63809687822,1450097.2069994807,1464378.4640284034,ศรีสะเกษ,0.38463215625436564
2015,47873.01691931867,218720.5836195779,222394.90297656527,826482.5149290672,137219.05149293246,1452690.0699374615,1467300.5652388737,ศรีสะเกษ,0.3849950863067967
2016,45706.45012740972,216079.10098137255,218165.50912944888,830829.6600454538,143040.694560461,1453821.414844146,1471256.974274563,ศรีสะเกษ,0.3859181219944638
2017,43762.9326274267,213135.21849782832,214050.7856127232,835228.1985921991,148511.02885205942,1454688.164182237,1472952.9983733527,ศรีสะเกษ,0.38636929365788075
2018,41967.61564141009,210499.40073577827,207746.41255171262,839871.2208889362,154403.2355306556,1454487.8853484928,1474338.1678051904,ศรีสะเกษ,0.3883766738171219
2019,40347.4241098006,207740.2893589631,200564.8812176466,844973.2343601625,160494.53048896167,1454120.3595355344,1474954.460093509,ศรีสะเกษ,0.39078656040380255
2020,38706.54912854604,204469.24046694403,196436.65268666684,849528.2169087278,166132.92420493253,1455273.5833958173,1474252.549397204,ศรีสะเกษ,0.39132166452086814
2021,37053.314372322064,201166.32022994984,189623.41624081373,854871.4287116901,171451.71360858006,1454166.1931633558,1457343.428768252,ศรีสะเกษ,0.3922195980100609
2022,35375.34345927863,197250.32415744785,185128.23071180523,859263.0313724236,177222.05075970327,1454238.9804606587,1453382.0109085722,ศรีสะเกษ,0.3924273720545318
2023,33513.15032009217,192133.00819651352,182027.5097725925,861616.8675312573,183920.92211017493,1453211.4579306305,1450788.3505473807,ศรีสะเกษ,0.3924393112573997
2024,31747.71267539429,188273.5831813228,177853.40246716136,865814.4107368358,189677.87521760745,1453366.9842783217,1447101.9524557083,ศรีสะเกษ,0.39255706259309925
2025,29982.275030696408,184414.15816613208,173679.29516173023,870011.9539424143,195434.82832503997,1453522.510626013,1443415.5543640358,ศรีสะเกษ,0.3926748086406285
2026,28216.837385998522,180554.73315094138,169505.1878562991,874209.4971479927,201191.7814324725,1453678.0369737041,1439729.1562723634,ศรีสะเกษ,0.39279254940034364
2027,26451.399741300636,176695.30813575065,165331.08055086798,878407.0403535712,206948.734539905,1453833.5633213955,1436042.758180691,ศรีสะเกษ,0.3929102848726009
2028,24685.962096602754,172835.88312055994,161156.97324543685,882604.5835591496,212705.68764733753,1453989.0896690867,1432356.3600890182,ศรีสะเกษ,0.3930280150577563
2029,22920.524451904872,168976.4581053692,156982.86594000575,886802.1267647281,218462.64075477005,1454144.616016778,1428669.9619973458,ศรีสะเกษ,0.3931457399561662
2030,21155.086807206986,165117.0330901785,152808.7586345746,890999.6699703066,224219.59386220257,1454300.1423644691,1424983.5639056733,ศรีสะเกษ,0.3932634595681866
2031,19389.6491625091,161257.60807498777,148634.6513291435,895197.2131758849,229976.5469696351,1454455.6687121603,1421297.1658140009,ศรีสะเกษ,0.39338117389417354
2032,17624.211517811218,157398.18305979704,144460.54402371234,899394.7563814634,235733.5000770676,1454611.1950598515,1417610.7677223284,ศรีสะเกษ,0.39349888293448304
2033,15858.773873113336,153538.75804460634,140286.43671828124,903592.2995870418,241490.45318450013,1454766.7214075427,1413924.369630656,ศรีสะเกษ,0.39361658668947114
2034,14093.33622841545,149679.33302941563,136112.32941285011,907789.8427926203,247247.40629193262,1454922.2477552341,1410237.9715389835,ศรีสะเกษ,0.3937342851594939
2035,12327.898583717564,145819.9080142249,131938.222107419,911987.3859981988,253004.35939936514,1455077.7741029253,1406551.573447311,ศรีสะเกษ,0.393851978344907
2036,10562.460939019682,141960.48299903417,127764.11480198786,916184.9292037772,258761.31250679767,1455233.3004506165,1402865.1753556386,ศรีสะเกษ,0.39396966624606655
2037,8797.0232943218,138101.05798384346,123590.00749655673,920382.4724093557,264518.2656142302,1455388.826798308,1399178.7772639662,ศรีสะเกษ,0.39408734886332847
2038,7031.585649623914,134241.63296865273,119415.9001911256,924580.0156149341,270275.2187216627,1455544.3531459991,1395492.3791722937,ศรีสะเกษ,0.39420502619704845
2039,5266.148004926028,130382.20795346201,115241.79288569448,928777.5588205126,276032.1718290952,1455699.8794936906,1391805.9810806212,ศรีสะเกษ,0.3943226982475824
2040,3500.710360228146,126522.7829382713,111067.68558026335,932975.1020260911,281789.12493652775,1455855.4058413818,1388119.5829889486,ศรีสะเกษ,0.394440365015286
2041,1735.2727155302637,122663.35792308058,106893.57827483222,937172.6452316695,287546.07804396027,1456010.932189073,1384433.184897276,ศรีสะเกษ,0.39455802650051514
2042,0.0,118803.93290788986,102719.4709694011,941370.188437248,293303.0311513928,1456166.4585367641,1380746.7868056037,ศรีสะเกษ,0.39470457383275015
2043,0.0,114944.50789269914,98545.36366396998,945567.7316428265,299059.9842588253,1456321.9848844553,1377060.3887139312,ศรีสะเกษ,0.3965130731646227
2044,0.0,111085.08287750842,94371.25635853886,949765.2748484049,304816.93736625783,1456477.5112321468,1373373.9906222587,ศรีสะเกษ,0.3983214913120745
2045,0.0,107225.6578623177,90197.14905310773,953962.8180539834,310573.89047369035,1456633.037579838,1369687.5925305863,ศรีสะเกษ,0.400129828280572
2046,0.0,103366.23284712699,86023.0417476766,958160.3612595618,316330.84358112287,1456788.5639275291,1366001.1944389138,ศรีสะเกษ,0.4019380840755811
2047,0.0,99506.80783193627,81848.93444224547,962357.9044651403,322087.7966885554,1456944.0902752206,1362314.7963472414,ศรีสะเกษ,0.40374625870256753
2048,0.0,95647.38281674555,77674.82713681435,966555.4476707188,327844.7497959879,1457099.6166229118,1358628.398255569,ศรีสะเกษ,0.40555435216699615
2049,0.0,91787.95780155482,73500.71983138322,970752.9908762972,333601.70290342043,1457255.142970603,1354942.0001638965,ศรีสะเกษ,0.4073623644743315
2050,0.0,87928.5327863641,69326.6125259521,974950.5340818756,339358.65601085295,1457410.669318294,1351255.602072224,ศรีสะเกษ,0.4091702956300377
2013,68178.02944195407,295205.336848773,293177.47930867074,1012865.2255146187,149693.85,1819119.9211140166,1838063.6033252322,อุบลราชธานี,0.3928487287558851
2014,66286.98285496698,291991.09559526975,290917.9767091613,1019753.4770176653,152760.8290060676,1821710.3611831306,1841244.6330285354,อุบลราชธานี,0.38990618587380654
2015,64420.60293925533,287888.43457979045,288701.4049825924,1028382.080195416,159033.02785778992,1828425.550554844,1850927.1167556124,อุบลราชธานี,0.38823815736154793
2016,61005.27098177725,286289.4059380673,283892.954123178,1037754.5835154359,166088.6792652138,1835030.8938236723,1866629.3775006598,อุบลราชธานี,0.3884419571516925
2017,58301.514630906095,283192.3731479151,277663.4635330367,1047085.153719199,173187.23893853894,1839429.743969596,1870540.2525612393,อุบลราชธานี,0.3885122958534581
2018,56101.75122208321,279444.1103061246,271695.9694800039,1057401.2367150462,180542.79700691608,1845185.864730174,1876785.1912866335,อุบลราชธานี,0.38830016053723154
2019,54676.22609400096,275077.26557553874,264378.43079046113,1067235.7007526855,187975.79725785187,1849343.420470538,1880688.8714155832,อุบลราชธานี,0.3887982837245943
2020,53178.06102360918,269106.0795797476,260009.70488953474,1075672.1660098988,195327.71305502777,1853293.724557818,1883132.635666982,อุบลราชธานี,0.38752630018840517
2021,51424.34961109201,264906.3675052593,254789.88066102224,1084744.666364014,202695.87682956798,1858561.1409709554,1864270.104796696,อุบลราชธานี,0.3874678671771641
2022,48948.73996021913,260633.25681371172,247793.09775776256,1092011.7134525194,210278.76211485747,1859665.5700990704,1867941.539492378,อุบลราชธานี,0.38801230935958797
2023,46192.34875119013,254791.1295569557,243539.03351267855,1097930.6095196304,217790.06295519095,1860243.1842956457,1870085.0762116134,อุบลราชธานี,0.38672029885870646
2024,43927.48331563016,249802.68763730102,238293.03406549126,1106198.4298332632,224678.97866980746,1862900.6135214933,1870371.4705165906,อุบลราชธานี,0.3855800974142718
2025,41662.6178800702,244814.24571764632,233047.03461830397,1114466.2501468956,231567.89438442394,1865558.04274734,1870657.8648215677,อุบลราชธานี,0.3844450098110968
2026,39397.752444510224,239825.80379799166,227801.03517111667,1122734.0704605281,238456.81009904045,1868215.471973187,1870944.2591265447,อุบลราชธานี,0.38331500172253824
2027,37132.88700895025,234837.361878337,222555.03572392938,1131001.8907741606,245345.72581365693,1870872.9011990344,1871230.653431522,อุบลราชธานี,0.38219003912849037
2028,34868.02157339029,229848.9199586823,217309.0362767421,1139269.7110877933,252234.6415282734,1873530.3304248815,1871517.047736499,อุบลราชธานี,0.38107008831197065
2029,32603.156137830316,224860.4780390276,212063.0368295548,1147537.5314014258,259123.55724288992,1876187.7596507284,1871803.442041476,อุบลราชธานี,0.37995511585575154
2030,30338.290702270344,219872.03611937293,206817.0373823675,1155805.3517150583,266012.4729575064,1878845.1888765753,1872089.8363464533,อุบลราชธานี,0.3788450886390363
2031,28073.425266710372,214883.59419971827,201571.0379351802,1164073.172028691,272901.3886721229,1881502.618102423,1872376.2306514303,อุบลราชธานี,0.37773997383417957
2032,25808.559831150404,209895.15228006357,196325.03848799292,1172340.9923423235,279790.3043867394,1884160.0473282698,1872662.6249564074,อุบลราชธานี,0.3766397389034512
2033,23543.694395590435,204906.71036040888,191079.03904080563,1180608.812655956,286679.22010135587,1886817.4765541167,1872949.0192613846,อุบลราชธานี,0.375544351595843
2034,21278.828960030463,199918.2684407542,185833.03959361833,1188876.6329695885,293568.13581597235,1889474.9057799638,1873235.4135663616,อุบลราชธานี,0.3744537799439168
2035,19013.96352447049,194929.82652109955,180587.04014643104,1197144.4532832212,300457.0515305889,1892132.3350058112,1873521.8078713387,อุบลราชธานี,0.37336799226069556
2036,16749.098088910523,189941.38460144485,175341.04069924375,1205412.2735968537,307345.96724520536,1894789.764231658,1873808.202176316,อุบลราชธานี,0.37228695713659354
2037,14484.232653350555,184952.94268179015,170095.04125205646,1213680.0939104862,314234.88295982184,1897447.1934575052,1874094.596481293,อุบลราชธานี,0.37121064343638827
2038,12219.367217790583,179964.5007621355,164849.04180486916,1221947.914224119,321123.7986744383,1900104.6226833526,1874380.99078627,อุบลราชธานี,0.3701390202962305
2039,9954.50178223061,174976.05884248082,159603.04235768187,1230215.7345377514,328012.7143890548,1902762.0519091997,1874667.3850912473,อุบลราชธานี,0.36907205712069535
2040,7689.636346670639,169987.61692282613,154357.04291049458,1238483.554851384,334901.63010367134,1905419.4811350466,1874953.7793962243,อุบลราชธานี,0.3680097235798688
2041,5424.770911110674,164999.17500317143,149111.0434633073,1246751.3751650164,341790.5458182878,1908076.9103608937,1875240.1737012013,อุบลราชธานี,0.3669519896064752
2042,3159.9054755507022,160010.73308351677,143865.04401612,1255019.195478649,348679.4615329043,1910734.3395867408,1875526.5680061786,อุบลราชธานี,0.3658988253930398
2043,895.0400399907303,155022.2911638621,138619.0445689327,1263287.0157922816,355568.37724752084,1913391.768812588,1875812.9623111556,อุบลราชธานี,0.36485020138908925
2044,0.0,150033.8492442074,133373.0451217454,1271554.836105914,362457.29296213726,1916049.198038435,1876099.3566161327,อุบลราชธานี,0.36478110304033373
2045,0.0,145045.4073245527,128127.04567455812,1279822.6564195468,369346.2086767538,1918706.6272642822,1876385.7509211097,อุบลราชธานี,0.36534800585292887
2046,0.0,140056.96540489804,122881.04622737083,1288090.4767331793,376235.1243913703,1921364.056490129,1876672.145226087,อุบลราชธานี,0.36591248043969454
2047,0.0,135068.52348524338,117635.04678018353,1296358.2970468118,383124.04010598676,1924021.4857159765,1876958.539531064,อุบลราชธานี,0.3664745423685898
2048,0.0,130080.08156558868,112389.04733299624,1304626.1173604443,390012.9558206033,1926678.9149418233,1877244.933836041,อุบลราชธานี,0.36703420707477735
2049,0.0,125091.63964593399,107143.04788580895,1312893.937674077,396901.8715352197,1929336.3441676705,1877531.3281410183,อุบลราชธานี,0.36759148986203655
2050,0.0,120103.19772627932,101897.04843862166,1321161.7579877095,403790.78724983626,1931993.7733935178,1877817.7224459953,อุบลราชธานี,0.3681464059041586
2013,17491.39567904766,75858.30278792366,79735.89501229631,315600.0208730712,48777.12462961296,537462.7389819518,540341.6581818329,ยโสธร,0.359509008379081
2014,16850.911540931706,74736.62976861405,78573.72514061963,315773.68803821306,50772.20181760557,536707.156305984,540291.9383289476,ยโสธร,0.36100082914096
2015,16285.911539806904,73470.51821217262,77702.17766777283,316429.3365474859,52927.17612789608,536815.1200951344,540075.1494442879,ยโสธร,0.36202029204380637
2016,15382.911544843495,72434.94115161838,75783.6074128714,318024.501769138,55152.39093961584,536778.3528180871,540102.1622811118,ยโสธร,0.3630454536171068
