year,Province,Age Gruop,Population
2030,นครราชสีมา,DependencyRatio,0.39601736408308413
2031,นครราชสีมา,DependencyRatio,0.3956327250050162
2032,นครราชสีมา,DependencyRatio,0.39524764719056116
2033,นครราชสีมา,DependencyRatio,0.3948621298886274
2034,นครราชสีมา,DependencyRatio,0.3944761723464078
2035,นครราชสีมา,DependencyRatio,0.39408977380937493
2036,นครราชสีมา,DependencyRatio,0.39370293352127644
2037,นครราชสีมา,DependencyRatio,0.3933156507241295
2038,นครราชสีมา,DependencyRatio,0.39292792465821613
2039,นครราชสีมา,DependencyRatio,0.3925397545620785
2040,นครราชสีมา,DependencyRatio,0.39215113967251347
2041,นครราชสีมา,DependencyRatio,0.39302553382528876
2042,นครราชสีมา,DependencyRatio,0.3944035810759109
2043,นครราชสีมา,DependencyRatio,0.3957832101117278
2044,นครราชสีมา,DependencyRatio,0.39716442365777066
2045,นครราชสีมา,DependencyRatio,0.39854722444533364
2046,นครราชสีมา,DependencyRatio,0.3999316152119921
2047,นครราชสีมา,DependencyRatio,0.40131759870162054
2048,นครราชสีมา,DependencyRatio,0.40270517766441044
2049,นครราชสีมา,DependencyRatio,0.4040943548568889
2050,นครราชสีมา,DependencyRatio,0.4054851330419363
2013,บุรีรัมย์,DependencyRatio,0.40495353709323767
2014,บุรีรัมย์,DependencyRatio,0.40403270961845
2015,บุรีรัมย์,DependencyRatio,0.4049639740237544
2016,บุรีรัมย์,DependencyRatio,0.4059224096057561
2017,บุรีรัมย์,DependencyRatio,0.40534155239288044
2018,บุรีรัมย์,DependencyRatio,0.4076553291027217
2019,บุรีรัมย์,DependencyRatio,0.4086381447324365
2020,บุรีรัมย์,DependencyRatio,0.4073168130324157
2021,บุรีรัมย์,DependencyRatio,0.40475636508117857
2022,บุรีรัมย์,DependencyRatio,0.4042022538100722
2023,บุรีรัมย์,DependencyRatio,0.4030361225284411
2024,บุรีรัมย์,DependencyRatio,0.40217821217835015
2025,บุรีรัมย์,DependencyRatio,0.4013193705827617
2026,บุรีรัมย์,DependencyRatio,0.4004595962245784
2027,บุรีรัมย์,DependencyRatio,0.39959888758340556
2028,บุรีรัมย์,DependencyRatio,0.3987372431355423
2029,บุรีรัมย์,DependencyRatio,0.39787466135397287
2030,บุรีรัมย์,DependencyRatio,0.39701114070835747
2031,บุรีรัมย์,DependencyRatio,0.39614667966502276
2032,บุรีรัมย์,DependencyRatio,0.3952812766869533
2033,บุรีรัมย์,DependencyRatio,0.3944149302337826
2034,บุรีรัมย์,DependencyRatio,0.3935476387617832
2035,บุรีรัมย์,DependencyRatio,0.3926794007238585
2036,บุรีรัมย์,DependencyRatio,0.3918102145695325
2037,บุรีรัมย์,DependencyRatio,0.3909400787449414
2038,บุรีรัมย์,DependencyRatio,0.39006899169282416
2039,บุรีรัมย์,DependencyRatio,0.38919695185251274
2040,บุรีรัมย์,DependencyRatio,0.38981879792834656
2041,บุรีรัมย์,DependencyRatio,0.39095209548987864
2042,บุรีรัมย์,DependencyRatio,0.39208663468053223
2043,บุรีรัมย์,DependencyRatio,0.3932224175418999
2044,บุรีรัมย์,DependencyRatio,0.3943594461200526
2045,บุรีรัมย์,DependencyRatio,0.39549772246555154
2046,บุรีรัมย์,DependencyRatio,0.39663724863346156
2047,บุรีรัมย์,DependencyRatio,0.3977780266833627
2048,บุรีรัมย์,DependencyRatio,0.3989200586793626
2049,บุรีรัมย์,DependencyRatio,0.400063346690109
2050,บุรีรัมย์,DependencyRatio,0.401207892788803
2013,สุรินทร์,DependencyRatio,0.40420975675584336
2014,สุรินทร์,DependencyRatio,0.40439232296559113
2015,สุรินทร์,DependencyRatio,0.4056349535132465
2016,สุรินทร์,DependencyRatio,0.4056087502243604
2017,สุรินทร์,DependencyRatio,0.40575606097173006
2018,สุรินทร์,DependencyRatio,0.40838811739772
2019,สุรินทร์,DependencyRatio,0.41047933966185923
2020,สุรินทร์,DependencyRatio,0.40958349294502516
2021,สุรินทร์,DependencyRatio,0.40657600978226494
2022,สุรินทร์,DependencyRatio,0.4069967774013537
2023,สุรินทร์,DependencyRatio,0.4065965728076186
2024,สุรินทร์,DependencyRatio,0.4060437933628838
2025,สุรินทร์,DependencyRatio,0.40549035944628814
2026,สุรินทร์,DependencyRatio,0.4049362698948348
2027,สุรินทร์,DependencyRatio,0.4043815235427695
2028,สุรินทร์,DependencyRatio,0.4038261192215735
2029,สุรินทร์,DependencyRatio,0.4032700557599537
2030,สุรินทร์,DependencyRatio,0.40271333198383563
2031,สุรินทร์,DependencyRatio,0.4021559467163547
2032,สุรินทร์,DependencyRatio,0.4015978987778479
2033,สุรินทร์,DependencyRatio,0.4010391869858456
2034,สุรินทร์,DependencyRatio,0.4004798101550635
2035,สุรินทร์,DependencyRatio,0.39991976709739324
2036,สุรินทร์,DependencyRatio,0.3993590566218953
2037,สุรินทร์,DependencyRatio,0.3987976775347896
2038,สุรินทร์,DependencyRatio,0.39823562863944734
2039,สุรินทร์,DependencyRatio,0.3976729087363827
2040,สุรินทร์,DependencyRatio,0.39838870051607295
2041,สุรินทร์,DependencyRatio,0.39983684720694346
2042,สุรินทร์,DependencyRatio,0.40128672588391856
2043,สุรินทร์,DependencyRatio,0.40273833965604544
2044,สุรินทร์,DependencyRatio,0.40419169163981683
2045,สุรินทร์,DependencyRatio,0.4056467849591937
2046,สุรินทร์,DependencyRatio,0.4071036227456272
2047,สุรินทร์,DependencyRatio,0.40856220813808175
2048,สุรินทร์,DependencyRatio,0.41002254428305707
2049,สุรินทร์,DependencyRatio,0.4114846343346107
2050,สุรินทร์,DependencyRatio,0.4129484814543813
2013,ศรีสะเกษ,DependencyRatio,0.38442387817046714
2014,ศรีสะเกษ,DependencyRatio,0.38463215625436564
2015,ศรีสะเกษ,DependencyRatio,0.3849950863067967
2016,ศรีสะเกษ,DependencyRatio,0.3859181219944638
2017,ศรีสะเกษ,DependencyRatio,0.38636929365788075
2018,ศรีสะเกษ,DependencyRatio,0.3883766738171219
2019,ศรีสะเกษ,DependencyRatio,0.39078656040380255
2020,ศรีสะเกษ,DependencyRatio,0.39132166452086814
2021,ศรีสะเกษ,DependencyRatio,0.3922195980100609
2022,ศรีสะเกษ,DependencyRatio,0.3924273720545318
2023,ศรีสะเกษ,DependencyRatio,0.3924393112573997
2024,ศรีสะเกษ,DependencyRatio,0.39255706259309925
2025,ศรีสะเกษ,DependencyRatio,0.3926748086406285
2026,ศรีสะเกษ,DependencyRatio,0.39279254940034364
2027,ศรีสะเกษ,DependencyRatio,0.3929102848726009
2028,ศรีสะเกษ,DependencyRatio,0.3930280150577563
2029,ศรีสะเกษ,DependencyRatio,0.3931457399561662
2030,ศรีสะเกษ,DependencyRatio,0.3932634595681866
2031,ศรีสะเกษ,DependencyRatio,0.39338117389417354
2032,ศรีสะเกษ,DependencyRatio,0.39349888293448304
2033,ศรีสะเกษ,DependencyRatio,0.39361658668947114
2034,ศรีสะเกษ,DependencyRatio,0.3937342851594939
2035,ศรีสะเกษ,DependencyRatio,0.393851978344907
2036,ศรีสะเกษ,DependencyRatio,0.39396966624606655
2037,ศรีสะเกษ,DependencyRatio,0.39408734886332847
2038,ศรีสะเกษ,DependencyRatio,0.39420502619704845
2039,ศรีสะเกษ,DependencyRatio,0.3943226982475824
2040,ศรีสะเกษ,DependencyRatio,0.394440365015286
2041,ศรีสะเกษ,DependencyRatio,0.39455802650051514
2042,ศรีสะเกษ,DependencyRatio,0.39470457383275015
2043,ศรีสะเกษ,DependencyRatio,0.3965130731646227
2044,ศรีสะเกษ,DependencyRatio,0.3983214913120745
2045,ศรีสะเกษ,DependencyRatio,0.400129828280572
2046,ศรีสะเกษ,DependencyRatio,0.4019380840755811
2047,ศรีสะเกษ,DependencyRatio,0.40374625870256753
2048,ศรีสะเกษ,DependencyRatio,0.40555435216699615
2049,ศรีสะเกษ,DependencyRatio,0.4073623644743315
2050,ศรีสะเกษ,DependencyRatio,0.4091702956300377
2013,อุบลราชธานี,DependencyRatio,0.3928487287558851
2014,อุบลราชธานี,DependencyRatio,0.38990618587380654
2015,อุบลราชธานี,DependencyRatio,0.38823815736154793
2016,อุบลราชธานี,DependencyRatio,0.3884419571516925
2017,อุบลราชธานี,DependencyRatio,0.3885122958534581
2018,อุบลราชธานี,DependencyRatio,0.38830016053723154
2019,อุบลราชธานี,DependencyRatio,0.3887982837245943
2020,อุบลราชธานี,DependencyRatio,0.38752630018840517
2021,อุบลราชธานี,DependencyRatio,0.3874678671771641
2022,อุบลราชธานี,DependencyRatio,0.38801230935958797
2023,อุบลราชธานี,DependencyRatio,0.38672029885870646
2024,อุบลราชธานี,DependencyRatio,0.3855800974142718
2025,อุบลราชธานี,DependencyRatio,0.3844450098110968
2026,อุบลราชธานี,DependencyRatio,0.38331500172253824
2027,อุบลราชธานี,DependencyRatio,0.38219003912849037
2028,อุบลราชธานี,DependencyRatio,0.38107008831197065
2029,อุบลราชธานี,DependencyRatio,0.37995511585575154
2030,อุบลราชธานี,DependencyRatio,0.3788450886390363
2031,อุบลราชธานี,DependencyRatio,0.37773997383417957
2032,อุบลราชธานี,DependencyRatio,0.3766397389034512
2033,อุบลราชธานี,DependencyRatio,0.375544351595843
2034,อุบลราชธานี,DependencyRatio,0.3744537799439168
2035,อุบลราชธานี,DependencyRatio,0.37336799226069556
2036,อุบลราชธานี,DependencyRatio,0.37228695713659354
2037,อุบลราชธานี,DependencyRatio,0.37121064343638827
2038,อุบลราชธานี,DependencyRatio,0.3701390202962305
2039,อุบลราชธานี,DependencyRatio,0.36907205712069535
2040,อุบลราชธานี,DependencyRatio,0.3680097235798688
2041,อุบลราชธานี,DependencyRatio,0.3669519896064752
2042,อุบลราชธานี,DependencyRatio,0.3658988253930398
2043,อุบลราชธานี,DependencyRatio,0.36485020138908925
2044,อุบลราชธานี,DependencyRatio,0.36478110304033373
2045,อุบลราชธานี,DependencyRatio,0.36534800585292887
2046,อุบลราชธานี,DependencyRatio,0.36591248043969454
2047,อุบลราชธานี,DependencyRatio,0.3664745423685898
2048,อุบลราชธานี,DependencyRatio,0.36703420707477735
2049,อุบลราชธานี,DependencyRatio,0.36759148986203655
2050,อุบลราชธานี,DependencyRatio,0.3681464059041586
2013,ยโสธร,DependencyRatio,0.359509008379081
2014,ยโสธร,DependencyRatio,0.36100082914096
2015,ยโสธร,DependencyRatio,0.36202029204380637
2016,ยโสธร,DependencyRatio,0.3630454536171068
2017,ยโสธร,DependencyRatio,0.36524411864655826
2018,ยโสธร,DependencyRatio,0.3673347202859794
2019,ยโสธร,DependencyRatio,0.36988482477502654
2020,ยโสธร,DependencyRatio,0.37118739983435056
2021,ยโสธร,DependencyRatio,0.37442557745737476
2022,ยโสธร,DependencyRatio,0.3807365933281789
2023,ยโสธร,DependencyRatio,0.38424572509252025
2024,ยโสธร,DependencyRatio,0.3880997524321458
2025,ยโสธร,DependencyRatio,0.39199569277370006
2026,ยโสธร,DependencyRatio,0.3959342335685002
2027,ยโสธร,DependencyRatio,0.3999160773844862
2028,ยโสธร,DependencyRatio,0.40394194232402514
2029,ยโสธร,DependencyRatio,0.4080125624556478
2030,ยโสธร,DependencyRatio,0.4121286882602645
2031,ยโสธร,DependencyRatio,0.4162910870924318
2032,ยโสธร,DependencyRatio,0.4205005436572612
2033,ยโสธร,DependencyRatio,0.42475786050359604
2034,ยโสธร,DependencyRatio,0.4290638585341072
2035,ยโสธร,DependencyRatio,0.43341937753298526
2036,ยโสธร,DependencyRatio,0.4378252767119472
2037,ยโสธร,DependencyRatio,0.4422824352752978
2038,ยโสธร,DependencyRatio,0.4467917530048299
2039,ยโสธร,DependencyRatio,0.4513541508653792
2040,ยโสธร,DependencyRatio,0.4559705716318901
2041,ยโสธร,DependencyRatio,0.46210996034738216
