year,Province,Age Gruop,Population
2040,สุราษฎร์ธานี,Children,89547.4032281493
2041,สุราษฎร์ธานี,Children,85594.20974663217
2042,สุราษฎร์ธานี,Children,81641.01626511505
2043,สุราษฎร์ธานี,Children,77687.82278359792
2044,สุราษฎร์ธานี,Children,73734.6293020808
2045,สุราษฎร์ธานี,Children,69781.43582056367
2046,สุราษฎร์ธานี,Children,65828.24233904654
2047,สุราษฎร์ธานี,Children,61875.048857529415
2048,สุราษฎร์ธานี,Children,57921.85537601229
2049,สุราษฎร์ธานี,Children,53968.66189449516
2050,สุราษฎร์ธานี,Children,50015.468412978036
2013,ระนอง,Children,29207.31392692991
2014,ระนอง,Children,29066.121020491442
2015,ระนอง,Children,28971.217147277355
2016,ระนอง,Children,28703.916431063022
2017,ระนอง,Children,28385.381539434944
2018,ระนอง,Children,28427.3456170023
2019,ระนอง,Children,28067.322541640293
2020,ระนอง,Children,27865.012223296115
2021,ระนอง,Children,27549.355545452025
2022,ระนอง,Children,26964.928127174462
2023,ระนอง,Children,26268.40955004801
2024,ระนอง,Children,25717.169692532225
2025,ระนอง,Children,25165.92983501644
2026,ระนอง,Children,24614.689977500657
2027,ระนอง,Children,24063.45011998487
2028,ระนอง,Children,23512.210262469085
2029,ระนอง,Children,22960.9704049533
2030,ระนอง,Children,22409.730547437513
2031,ระนอง,Children,21858.49068992173
2032,ระนอง,Children,21307.250832405945
2033,ระนอง,Children,20756.01097489016
2034,ระนอง,Children,20204.771117374374
2035,ระนอง,Children,19653.531259858588
2036,ระนอง,Children,19102.291402342802
2037,ระนอง,Children,18551.051544827016
2038,ระนอง,Children,17999.81168731123
2039,ระนอง,Children,17448.571829795445
2040,ระนอง,Children,16897.331972279662
2041,ระนอง,Children,16346.092114763876
2042,ระนอง,Children,15794.85225724809
2043,ระนอง,Children,15243.612399732307
2044,ระนอง,Children,14692.37254221652
2045,ระนอง,Children,14141.132684700735
2046,ระนอง,Children,13589.89282718495
2047,ระนอง,Children,13038.652969669165
2048,ระนอง,Children,12487.41311215338
2049,ระนอง,Children,11936.173254637593
2050,ระนอง,Children,11384.93339712181
2013,ชุมพร,Children,74768.5397065961
2014,ชุมพร,Children,74507.35465710284
2015,ชุมพร,Children,73966.28935479163
2016,ชุมพร,Children,73646.45660425657
2017,ชุมพร,Children,73411.98470600277
2018,ชุมพร,Children,73130.30424306565
2019,ชุมพร,Children,72879.22374158891
2020,ชุมพร,Children,71396.605802148
2021,ชุมพร,Children,69989.27916754897
2022,ชุมพร,Children,68961.39109813239
2023,ชุมพร,Children,67412.75191026616
2024,ชุมพร,Children,66150.17035991531
2025,ชุมพร,Children,64887.58880956446
2026,ชุมพร,Children,63625.00725921361
2027,ชุมพร,Children,62362.42570886277
2028,ชุมพร,Children,61099.84415851192
2029,ชุมพร,Children,59837.26260816107
2030,ชุมพร,Children,58574.68105781022
2031,ชุมพร,Children,57312.099507459374
2032,ชุมพร,Children,56049.517957108525
2033,ชุมพร,Children,54786.93640675768
2034,ชุมพร,Children,53524.35485640683
2035,ชุมพร,Children,52261.773306055984
2036,ชุมพร,Children,50999.191755705135
2037,ชุมพร,Children,49736.610205354285
2038,ชุมพร,Children,48474.028655003436
2039,ชุมพร,Children,47211.44710465259
2040,ชุมพร,Children,45948.86555430174
2041,ชุมพร,Children,44686.28400395089
2042,ชุมพร,Children,43423.70245360004
2043,ชุมพร,Children,42161.12090324919
2044,ชุมพร,Children,40898.53935289835
2045,ชุมพร,Children,39635.9578025475
2046,ชุมพร,Children,38373.37625219665
2047,ชุมพร,Children,37110.7947018458
2048,ชุมพร,Children,35848.21315149495
2049,ชุมพร,Children,34585.6316011441
2050,ชุมพร,Children,33323.05005079326
2013,สงขลา,Children,235541.0
2014,สงขลา,Children,235408.02162499996
2015,สงขลา,Children,235673.33364883438
2016,สงขลา,Children,234811.1723632663
2017,สงขลา,Children,233965.13483789575
2018,สงขลา,Children,232759.32358238118
2019,สงขลา,Children,230603.92342145668
2020,สงขลา,Children,226177.71073532442
2021,สงขลา,Children,222335.25510115418
2022,สงขลา,Children,219271.22459146313
2023,สงขลา,Children,212570.99846275136
2024,สงขลา,Children,207607.27080254545
2025,สงขลา,Children,202643.5431423395
2026,สงขลา,Children,197679.8154821336
2027,สงขลา,Children,192716.08782192765
2028,สงขลา,Children,187752.36016172174
2029,สงขลา,Children,182788.6325015158
2030,สงขลา,Children,177824.90484130988
2031,สงขลา,Children,172861.17718110394
2032,สงขลา,Children,167897.44952089802
2033,สงขลา,Children,162933.72186069208
2034,สงขลา,Children,157969.99420048617
2035,สงขลา,Children,153006.26654028022
2036,สงขลา,Children,148042.53888007428
2037,สงขลา,Children,143078.81121986837
2038,สงขลา,Children,138115.08355966245
2039,สงขลา,Children,133151.3558994565
2040,สงขลา,Children,128187.62823925058
2041,สงขลา,Children,123223.90057904465
2042,สงขลา,Children,118260.17291883873
2043,สงขลา,Children,113296.4452586328
2044,สงขลา,Children,108332.71759842687
2045,สงขลา,Children,103368.98993822094
2046,สงขลา,Children,98405.262278015
2047,สงขลา,Children,93441.53461780907
2048,สงขลา,Children,88477.80695760314
2049,สงขลา,Children,83514.07929739723
2050,สงขลา,Children,78550.35163719128
2013,สตูล,Children,60163.628124999996
2014,สตูล,Children,60182.573269391985
2015,สตูล,Children,60544.064453514875
2016,สตูล,Children,61056.40071686124
2017,สตูล,Children,61398.941612402996
2018,สตูล,Children,61247.7891317569
2019,สตูล,Children,61073.09053588054
2020,สตูล,Children,60015.11146353425
2021,สตูล,Children,59234.82181847695
2022,สตูล,Children,58674.03281061133
2023,สตูล,Children,57215.911470070605
2024,สตูล,Children,56205.54226768742
2025,สตูล,Children,55195.17306530424
2026,สตูล,Children,54184.80386292106
2027,สตูล,Children,53174.434660537874
2028,สตูล,Children,52164.06545815469
2029,สตูล,Children,51153.69625577151
2030,สตูล,Children,50143.327053388326
2031,สตูล,Children,49132.95785100514
2032,สตูล,Children,48122.58864862196
2033,สตูล,Children,47112.21944623878
2034,สตูล,Children,46101.850243855595
2035,สตูล,Children,45091.48104147241
2036,สตูล,Children,44081.11183908923
2037,สตูล,Children,43070.74263670605
2038,สตูล,Children,42060.373434322864
2039,สตูล,Children,41050.00423193969
2040,สตูล,Children,40039.635029556506
2041,สตูล,Children,39029.26582717332
2042,สตูล,Children,38018.89662479014
2043,สตูล,Children,37008.52742240696
2044,สตูล,Children,35998.158220023775
2045,สตูล,Children,34987.78901764059
2046,สตูล,Children,33977.41981525741
2047,สตูล,Children,32967.05061287423
2048,สตูล,Children,31956.68141049104
2049,สตูล,Children,30946.312208107858
2050,สตูล,Children,29935.943005724675
2013,ตรัง,Children,104956.78514502109
2014,ตรัง,Children,104568.48697245271
2015,ตรัง,Children,104005.04494711732
2016,ตรัง,Children,103730.95138236132
2017,ตรัง,Children,102630.17880953058
2018,ตรัง,Children,101679.05265115533
2019,ตรัง,Children,100253.14299156431
2020,ตรัง,Children,97820.31891737075
2021,ตรัง,Children,95734.07433278805
2022,ตรัง,Children,92981.20097455077
2023,ตรัง,Children,90197.10817788192
2024,ตรัง,Children,87633.2163524826
2025,ตรัง,Children,85069.32452708327
2026,ตรัง,Children,82505.43270168394
2027,ตรัง,Children,79941.54087628462
2028,ตรัง,Children,77377.64905088529
2029,ตรัง,Children,74813.75722548596
2030,ตรัง,Children,72249.86540008662
2031,ตรัง,Children,69685.9735746873
2032,ตรัง,Children,67122.08174928797
2033,ตรัง,Children,64558.18992388865
2034,ตรัง,Children,61994.29809848932
2035,ตรัง,Children,59430.40627308999
2036,ตรัง,Children,56866.514447690664
2037,ตรัง,Children,54302.62262229133
2038,ตรัง,Children,51738.73079689201
2039,ตรัง,Children,49174.83897149268
2040,ตรัง,Children,46610.94714609335
2041,ตรัง,Children,44047.055320694024
2042,ตรัง,Children,41483.16349529469
2043,ตรัง,Children,38919.271669895366
2044,ตรัง,Children,36355.37984449604
2045,ตรัง,Children,33791.48801909671
2046,ตรัง,Children,31227.596193697384
2047,ตรัง,Children,28663.70436829806
2048,ตรัง,Children,26099.812542898726
2049,ตรัง,Children,23535.920717499394
2050,ตรัง,Children,20972.028892100076
2013,พัทลุง,Children,77440.4193933632
2014,พัทลุง,Children,77613.06581863678
2015,พัทลุง,Children,76969.5518059837
2016,พัทลุง,Children,77055.99029910196
2017,พัทลุง,Children,77022.44636869911
2018,พัทลุง,Children,77285.59900750456
2019,พัทลุง,Children,76642.70021426337
2020,พัทลุง,Children,74550.6257979608
2021,พัทลุง,Children,73353.13365639902
2022,พัทลุง,Children,72224.15520086221
2023,พัทลุง,Children,70083.4780167141
2024,พัทลุง,Children,68514.80984987448
2025,พัทลุง,Children,66946.14168303486
2026,พัทลุง,Children,65377.47351619524
2027,พัทลุง,Children,63808.80534935562
2028,พัทลุง,Children,62240.137182516
2029,พัทลุง,Children,60671.46901567638
2030,พัทลุง,Children,59102.80084883676
2031,พัทลุง,Children,57534.132681997144
2032,พัทลุง,Children,55965.464515157524
2033,พัทลุง,Children,54396.796348317905
2034,พัทลุง,Children,52828.12818147829
2035,พัทลุง,Children,51259.46001463867
2036,พัทลุง,Children,49690.79184779905
2037,พัทลุง,Children,48122.123680959434
2038,พัทลุง,Children,46553.455514119814
2039,พัทลุง,Children,44984.787347280195
2040,พัทลุง,Children,43416.119180440575
2041,พัทลุง,Children,41847.451013600956
2042,พัทลุง,Children,40278.782846761336
2043,พัทลุง,Children,38710.11467992172
2044,พัทลุง,Children,37141.4465130821
2045,พัทลุง,Children,35572.77834624248
2046,พัทลุง,Children,34004.110179402865
2047,พัทลุง,Children,32435.442012563246
2048,พัทลุง,Children,30866.773845723626
2049,พัทลุง,Children,29298.105678884007
2050,พัทลุง,Children,27729.437512044387
2013,ปัตตานี,Children,146494.5972790432
2014,ปัตตานี,Children,146735.4557838609
2015,ปัตตานี,Children,147435.8170221731
2016,ปัตตานี,Children,148536.44430657817
2017,ปัตตานี,Children,149650.666539168
2018,ปัตตานี,Children,149892.53308814808
2019,ปัตตานี,Children,150462.74646760823
2020,ปัตตานี,Children,151079.43514845666
2021,ปัตตานี,Children,151968.0903997426
2022,ปัตตานี,Children,152193.89892427326
2023,ปัตตานี,Children,151493.9184921511
2024,ปัตตานี,Children,151914.93106651097
2025,ปัตตานี,Children,152335.94364087083
2026,ปัตตานี,Children,152756.9562152307
2027,ปัตตานี,Children,153177.96878959055
2028,ปัตตานี,Children,153598.98136395038
2029,ปัตตานี,Children,154019.99393831025
2030,ปัตตานี,Children,154441.0065126701
2031,ปัตตานี,Children,154862.01908702997
2032,ปัตตานี,Children,155283.03166138983
2033,ปัตตานี,Children,155704.0442357497
2034,ปัตตานี,Children,156125.05681010956
2035,ปัตตานี,Children,156546.06938446942
2036,ปัตตานี,Children,156967.08195882928
2037,ปัตตานี,Children,157388.09453318914
2038,ปัตตานี,Children,157809.107107549
2039,ปัตตานี,Children,158230.11968190887
2040,ปัตตานี,Children,158651.1322562687
2041,ปัตตานี,Children,159072.14483062856
2042,ปัตตานี,Children,159493.15740498842
2043,ปัตตานี,Children,159914.16997934828
2044,ปัตตานี,Children,160335.18255370815
2045,ปัตตานี,Children,160756.195128068
2046,ปัตตานี,Children,161177.20770242787
2047,ปัตตานี,Children,161598.22027678773
2048,ปัตตานี,Children,162019.2328511476
2049,ปัตตานี,Children,162440.24542550746
2050,ปัตตานี,Children,162861.25799986732
2013,ยะลา,Children,108122.515625
2014,ยะลา,Children,108203.70899661424
2015,ยะลา,Children,109182.1617199501
2016,ยะลา,Children,110335.9398131244
2017,ยะลา,Children,111204.48488375715
2018,ยะลา,Children,111256.78089468561
2019,ยะลา,Children,111439.62078217782
2020,ยะลา,Children,111035.58363141595
2021,ยะลา,Children,110814.85034579311
2022,ยะลา,Children,110540.74326432418
2023,ยะลา,Children,109748.21897467977
2024,ยะลา,Children,109406.33207292267
2025,ยะลา,Children,109064.44517116557
2026,ยะลา,Children,108722.55826940847
2027,ยะลา,Children,108380.67136765138
2028,ยะลา,Children,108038.78446589428
2029,ยะลา,Children,107696.89756413718
2030,ยะลา,Children,107355.01066238008
2031,ยะลา,Children,107013.12376062298
2032,ยะลา,Children,106671.23685886589
2033,ยะลา,Children,106329.34995710879
2034,ยะลา,Children,105987.46305535169
2035,ยะลา,Children,105645.5761535946
2036,ยะลา,Children,105303.6892518375
2037,ยะลา,Children,104961.8023500804
2038,ยะลา,Children,104619.9154483233
2039,ยะลา,Children,104278.0285465662
2040,ยะลา,Children,103936.1416448091
2041,ยะลา,Children,103594.254743052
2042,ยะลา,Children,103252.36784129491
2043,ยะลา,Children,102910.48093953781
2044,ยะลา,Children,102568.59403778071
2045,ยะลา,Children,102226.70713602362
2046,ยะลา,Children,101884.82023426652
2047,ยะลา,Children,101542.93333250942
2048,ยะลา,Children,101201.04643075232
2049,ยะลา,Children,100859.15952899522
2050,ยะลา,Children,100517.27262723813
2013,นราธิวาส,Children,160823.5349151656
2014,นราธิวาส,Children,161320.17813101682
2015,นราธิวาส,Children,162283.51423521317
2016,นราธิวาส,Children,162542.69937080596
2017,นราธิวาส,Children,163534.66022550385
2018,นราธิวาส,Children,164002.03315628346
2019,นราธิวาส,Children,163054.84951482047
2020,นราธิวาส,Children,162205.10006538258
2021,นราธิวาส,Children,162515.40328478714
2022,นราธิวาส,Children,161510.00809705077
2023,นราธิวาส,Children,159235.9195057286
2024,นราธิวาส,Children,157939.97969616143
2025,นราธิวาส,Children,156644.03988659426
2026,นราธิวาส,Children,155348.10007702708
2027,นราธิวาส,Children,154052.16026745987
2028,นราธิวาส,Children,152756.2204578927
2029,นราธิวาส,Children,151460.2806483255
2030,นราธิวาส,Children,150164.34083875833
2031,นราธิวาส,Children,148868.40102919115
2032,นราธิวาส,Children,147572.46121962398
2033,นราธิวาส,Children,146276.5214100568
2034,นราธิวาส,Children,144980.58160048962
2035,นราธิวาส,Children,143684.64179092244
2036,นราธิวาส,Children,142388.70198135526
2037,นราธิวาส,Children,141092.76217178808
2038,นราธิวาส,Children,139796.82236222088
2039,นราธิวาส,Children,138500.8825526537
2040,นราธิวาส,Children,137204.94274308652
2041,นราธิวาส,Children,135909.00293351934
2042,นราธิวาส,Children,134613.06312395216
2043,นราธิวาส,Children,133317.12331438498
2044,นราธิวาส,Children,132021.1835048178
2045,นราธิวาส,Children,130725.24369525061
2046,นราธิวาส,Children,129429.30388568343
2047,นราธิวาส,Children,128133.36407611625
2048,นราธิวาส,Children,126837.42426654906
2049,นราธิวาส,Children,125541.48445698188
2050,นราธิวาส,Children,124245.5446474147
2013,ทั่วประเทศ,Youth,9426862.0
2014,ทั่วประเทศ,Youth,9497713.676885715
2015,ทั่วประเทศ,Youth,9354375.648348331
2016,ทั่วประเทศ,Youth,9198821.049486166
2017,ทั่วประเทศ,Youth,8980468.618562533
2018,ทั่วประเทศ,Youth,8782303.370743025
2019,ทั่วประเทศ,Youth,8633627.5965869
2020,ทั่วประเทศ,Youth,8522431.266013881
2021,ทั่วประเทศ,Youth,8314797.823459253
2022,ทั่วประเทศ,Youth,8098014.068350553
2023,ทั่วประเทศ,Youth,7948655.652116075
2024,ทั่วประเทศ,Youth,7776221.263890399
2025,ทั่วประเทศ,Youth,7603786.875664721
2026,ทั่วประเทศ,Youth,7431352.487439044
2027,ทั่วประเทศ,Youth,7258918.099213366
2028,ทั่วประเทศ,Youth,7086483.710987689
2029,ทั่วประเทศ,Youth,6914049.3227620125
2030,ทั่วประเทศ,Youth,6741614.934536335
2031,ทั่วประเทศ,Youth,6569180.546310658
2032,ทั่วประเทศ,Youth,6396746.158084981
2033,ทั่วประเทศ,Youth,6224311.769859304
2034,ทั่วประเทศ,Youth,6051877.381633626
2035,ทั่วประเทศ,Youth,5879442.993407949
2036,ทั่วประเทศ,Youth,5707008.605182271
2037,ทั่วประเทศ,Youth,5534574.216956595
2038,ทั่วประเทศ,Youth,5362139.828730918
2039,ทั่วประเทศ,Youth,5189705.44050524
2040,ทั่วประเทศ,Youth,5017271.052279564
2041,ทั่วประเทศ,Youth,4844836.664053886
2042,ทั่วประเทศ,Youth,4672402.275828209
2043,ทั่วประเทศ,Youth,4499967.887602531
2044,ทั่วประเทศ,Youth,4327533.499376854
2045,ทั่วประเทศ,Youth,4155099.1111511774
2046,ทั่วประเทศ,Youth,3982664.7229255
2047,ทั่วประเทศ,Youth,3810230.3346998226
2048,ทั่วประเทศ,Youth,3637795.946474145
2049,ทั่วประเทศ,Youth,3465361.5582484687
2050,ทั่วประเทศ,Youth,3292927.1700227913
2013,กรุงเทพมหานคร,Youth,787822.5477397203
2014,กรุงเทพมหานคร,Youth,780825.8597270782
2015,กรุงเทพมหานคร,Youth,767454.9397346206
2016,กรุงเทพมหานคร,Youth,757519.7062827799
2017,กรุงเทพมหานคร,Youth,735835.2715429724
2018,กรุงเทพมหานคร,Youth,715135.0212755261
2019,กรุงเทพมหานคร,Youth,699812.4151707146
2020,กรุงเทพมหานคร,Youth,677624.4990643199
2021,กรุงเทพมหานคร,Youth,648661.4390282821
2022,กรุงเทพมหานคร,Youth,615508.5764420014
2023,กรุงเทพมหานคร,Youth,596048.554908873
2024,กรุงเทพมหานคร,Youth,571949.5600571393
2025,กรุงเทพมหานคร,Youth,547850.5652054053
2026,กรุงเทพมหานคร,Youth,523751.57035367156
2027,กรุงเทพมหานคร,Youth,499652.57550193765
2028,กรุงเทพมหานคร,Youth,475553.5806502038
2029,กรุงเทพมหานคร,Youth,451454.58579846995
2030,กรุงเทพมหานคร,Youth,427355.5909467361
2031,กรุงเทพมหานคร,Youth,403256.59609500226
2032,กรุงเทพมหานคร,Youth,379157.6012432684
2033,กรุงเทพมหานคร,Youth,355058.60639153456
2034,กรุงเทพมหานคร,Youth,330959.61153980065
2035,กรุงเทพมหานคร,Youth,306860.6166880668
2036,กรุงเทพมหานคร,Youth,282761.62183633295
2037,กรุงเทพมหานคร,Youth,258662.6269845991
2038,กรุงเทพมหานคร,Youth,234563.63213286526
2039,กรุงเทพมหานคร,Youth,210464.6372811314
2040,กรุงเทพมหานคร,Youth,186365.64242939756
2041,กรุงเทพมหานคร,Youth,162266.6475776637
2042,กรุงเทพมหานคร,Youth,138167.65272592986
2043,กรุงเทพมหานคร,Youth,114068.65787419595
2044,กรุงเทพมหานคร,Youth,89969.66302246216
2045,กรุงเทพมหานคร,Youth,65870.66817072826
2046,กรุงเทพมหานคร,Youth,41771.67331899435
2047,กรุงเทพมหานคร,Youth,17672.678467260557
2048,กรุงเทพมหานคร,Youth,0.0
2049,กรุงเทพมหานคร,Youth,0.0
2050,กรุงเทพมหานคร,Youth,0.0
2013,สมุทรปราการ,Youth,173678.36413478566
2014,สมุทรปราการ,Youth,175057.10100137704
2015,สมุทรปราการ,Youth,176476.48992590513
2016,สมุทรปราการ,Youth,175812.37903761235
2017,สมุทรปราการ,Youth,172286.8661761986
2018,สมุทรปราการ,Youth,170306.91564581209
2019,สมุทรปราการ,Youth,167277.97257627087
2020,สมุทรปราการ,Youth,166725.44240368195
2021,สมุทรปราการ,Youth,161938.3097068661
2022,สมุทรปราการ,Youth,158434.23750346512
2023,สมุทรปราการ,Youth,154461.62283141134
2024,สมุทรปราการ,Youth,150824.8983618256
2025,สมุทรปราการ,Youth,147188.1738922398
2026,สมุทรปราการ,Youth,143551.44942265403
2027,สมุทรปราการ,Youth,139914.72495306827
2028,สมุทรปราการ,Youth,136278.0004834825
2029,สมุทรปราการ,Youth,132641.27601389674
2030,สมุทรปราการ,Youth,129004.55154431096
2031,สมุทรปราการ,Youth,125367.82707472518
2032,สมุทรปราการ,Youth,121731.10260513941
2033,สมุทรปราการ,Youth,118094.37813555365
2034,สมุทรปราการ,Youth,114457.65366596787
2035,สมุทรปราการ,Youth,110820.92919638212
2036,สมุทรปราการ,Youth,107184.20472679634
2037,สมุทรปราการ,Youth,103547.48025721057
2038,สมุทรปราการ,Youth,99910.7557876248
2039,สมุทรปราการ,Youth,96274.03131803902
2040,สมุทรปราการ,Youth,92637.30684845326
2041,สมุทรปราการ,Youth,89000.58237886749
2042,สมุทรปราการ,Youth,85363.85790928171
2043,สมุทรปราการ,Youth,81727.13343969594
2044,สมุทรปราการ,Youth,78090.40897011018
2045,สมุทรปราการ,Youth,74453.68450052441
2046,สมุทรปราการ,Youth,70816.96003093863
2047,สมุทรปราการ,Youth,67180.23556135286
2048,สมุทรปราการ,Youth,63543.5110917671
2049,สมุทรปราการ,Youth,59906.78662218132
2050,สมุทรปราการ,Youth,56270.06215259555
2013,นนทบุรี,Youth,149116.73108996332
2014,นนทบุรี,Youth,149827.48513633432
2015,นนทบุรี,Youth,150684.99999682192
2016,นนทบุรี,Youth,150748.00001726323
2017,นนทบุรี,Youth,149651.00002864003
2018,นนทบุรี,Youth,147352.00003254414
2019,นนทบุรี,Youth,145472.99999792874
2020,นนทบุรี,Youth,144882.99997328222
2021,นนทบุรี,Youth,142175.0000435859
2022,นนทบุรี,Youth,138480.0000280738
2023,นนทบุรี,Youth,135533.99998994172
2024,นนทบุรี,Youth,132661.99997878075
2025,นนทบุรี,Youth,129789.99996761978
2026,นนทบุรี,Youth,126917.9999564588
2027,นนทบุรี,Youth,124045.99994529784
2028,นนทบุรี,Youth,121173.99993413687
2029,นนทบุรี,Youth,118301.9999229759
2030,นนทบุรี,Youth,115429.99991181493
2031,นนทบุรี,Youth,112557.99990065396
2032,นนทบุรี,Youth,109685.99988949299
2033,นนทบุรี,Youth,106813.99987833202
2034,นนทบุรี,Youth,103941.99986717105
2035,นนทบุรี,Youth,101069.99985601008
2036,นนทบุรี,Youth,98197.99984484911
2037,นนทบุรี,Youth,95325.99983368814
2038,นนทบุรี,Youth,92453.99982252717
2039,นนทบุรี,Youth,89581.9998113662
2040,นนทบุรี,Youth,86709.99980020523
2041,นนทบุรี,Youth,83837.99978904426
2042,นนทบุรี,Youth,80965.99977788329
2043,นนทบุรี,Youth,78093.99976672232
2044,นนทบุรี,Youth,75221.99975556135
2045,นนทบุรี,Youth,72349.99974440038
2046,นนทบุรี,Youth,69477.99973323941
2047,นนทบุรี,Youth,66605.99972207844
2048,นนทบุรี,Youth,63733.99971091747
2049,นนทบุรี,Youth,60861.9996997565
2050,นนทบุรี,Youth,57989.99968859553
2013,ปทุมธานี,Youth,151618.07499999998
2014,ปทุมธานี,Youth,151739.75900075107
2015,ปทุมธานี,Youth,153729.0367514476
2016,ปทุมธานี,Youth,155015.26256800667
2017,ปทุมธานี,Youth,153834.37380528593
2018,ปทุมธานี,Youth,152386.41534280023
2019,ปทุมธานี,Youth,151976.98985783846
2020,ปทุมธานี,Youth,152231.96874867493
2021,ปทุมธานี,Youth,150347.20197717845
2022,ปทุมธานี,Youth,146610.22017168914
2023,ปทุมธานี,Youth,143401.32078050557
2024,ปทุมธานี,Youth,140939.46555431272
2025,ปทุมธานี,Youth,138477.61032811986
2026,ปทุมธานี,Youth,136015.755101927
2027,ปทุมธานี,Youth,133553.89987573415
2028,ปทุมธานี,Youth,131092.0446495413
2029,ปทุมธานี,Youth,128630.18942334843
2030,ปทุมธานี,Youth,126168.33419715558
2031,ปทุมธานี,Youth,123706.47897096272
2032,ปทุมธานี,Youth,121244.62374476987
2033,ปทุมธานี,Youth,118782.768518577
2034,ปทุมธานี,Youth,116320.91329238414
2035,ปทุมธานี,Youth,113859.05806619128
2036,ปทุมธานี,Youth,111397.20283999843
2037,ปทุมธานี,Youth,108935.34761380557
2038,ปทุมธานี,Youth,106473.49238761271
2039,ปทุมธานี,Youth,104011.63716141986
2040,ปทุมธานี,Youth,101549.781935227
2041,ปทุมธานี,Youth,99087.92670903415
2042,ปทุมธานี,Youth,96626.07148284129
2043,ปทุมธานี,Youth,94164.21625664842
2044,ปทุมธานี,Youth,91702.36103045556
2045,ปทุมธานี,Youth,89240.5058042627
2046,ปทุมธานี,Youth,86778.65057806985
2047,ปทุมธานี,Youth,84316.795351877
2048,ปทุมธานี,Youth,81854.94012568414
2049,ปทุมธานี,Youth,79393.08489949128
2050,ปทุมธานี,Youth,76931.22967329843
2013,พระนครศรีอยุธยา,Youth,107517.07656754443
2014,พระนครศรีอยุธยา,Youth,107228.1191219974
2015,พระนครศรีอยุธยา,Youth,106231.24857810164
2016,พระนครศรีอยุธยา,Youth,105047.43322553839
2017,พระนครศรีอยุธยา,Youth,103178.27258872683
2018,พระนครศรีอยุธยา,Youth,101439.09512090907
2019,พระนครศรีอยุธยา,Youth,100325.33488791905
2020,พระนครศรีอยุธยา,Youth,99574.41094909616
2021,พระนครศรีอยุธยา,Youth,97883.51072088796
2022,พระนครศรีอยุธยา,Youth,96148.83350840434
2023,พระนครศรีอยุธยา,Youth,94541.20769633072
2024,พระนครศรีอยุธยา,Youth,93104.69477853895
2025,พระนครศรีอยุธยา,Youth,91668.1818607472
2026,พระนครศรีอยุธยา,Youth,90231.66894295544
2027,พระนครศรีอยุธยา,Youth,88795.15602516368
2028,พระนครศรีอยุธยา,Youth,87358.64310737193
2029,พระนครศรีอยุธยา,Youth,85922.13018958016
2030,พระนครศรีอยุธยา,Youth,84485.6172717884
2031,พระนครศรีอยุธยา,Youth,83049.10435399665
2032,พระนครศรีอยุธยา,Youth,81612.59143620488
2033,พระนครศรีอยุธยา,Youth,80176.07851841312
2034,พระนครศรีอยุธยา,Youth,78739.56560062137
2035,พระนครศรีอยุธยา,Youth,77303.05268282961
2036,พระนครศรีอยุธยา,Youth,75866.53976503786
2037,พระนครศรีอยุธยา,Youth,74430.02684724609
2038,พระนครศรีอยุธยา,Youth,72993.51392945433
2039,พระนครศรีอยุธยา,Youth,71557.00101166258
2040,พระนครศรีอยุธยา,Youth,70120.48809387081
2041,พระนครศรีอยุธยา,Youth,68683.97517607905
2042,พระนครศรีอยุธยา,Youth,67247.4622582873
2043,พระนครศรีอยุธยา,Youth,65810.94934049554
2044,พระนครศรีอยุธยา,Youth,64374.43642270378
2045,พระนครศรีอยุธยา,Youth,62937.92350491202
2046,พระนครศรีอยุธยา,Youth,61501.41058712026
2047,พระนครศรีอยุธยา,Youth,60064.89766932851
2048,พระนครศรีอยุธยา,Youth,58628.384751536745
2049,พระนครศรีอยุธยา,Youth,57191.87183374498
2050,พระนครศรีอยุธยา,Youth,55755.35891595323
2013,อ่างทอง,Youth,37842.43340251723
2014,อ่างทอง,Youth,37037.72390062034
2015,อ่างทอง,Youth,36449.57037615401
2016,อ่างทอง,Youth,35757.85015790327
2017,อ่างทอง,Youth,35010.677057461035
2018,อ่างทอง,Youth,34056.374040764684
2019,อ่างทอง,Youth,33171.98108728721
2020,อ่างทอง,Youth,32539.681770874664
2021,อ่างทอง,Youth,31905.874740134324
2022,อ่างทอง,Youth,31023.156663651436
2023,อ่างทอง,Youth,30140.063896078274
2024,อ่างทอง,Youth,29355.36081745748
2025,อ่างทอง,Youth,28570.657738836686
2026,อ่างทอง,Youth,27785.954660215895
2027,อ่างทอง,Youth,27001.2515815951
2028,อ่างทอง,Youth,26216.548502974307
2029,อ่างทอง,Youth,25431.845424353512
2030,อ่างทอง,Youth,24647.14234573272
2031,อ่างทอง,Youth,23862.439267111928
2032,อ่างทอง,Youth,23077.736188491133
2033,อ่างทอง,Youth,22293.03310987034
2034,อ่างทอง,Youth,21508.330031249545
2035,อ่างทอง,Youth,20723.62695262875
2036,อ่างทอง,Youth,19938.92387400796
2037,อ่างทอง,Youth,19154.220795387166
2038,อ่างทอง,Youth,18369.51771676637
2039,อ่างทอง,Youth,17584.814638145577
2040,อ่างทอง,Youth,16800.111559524783
2041,อ่างทอง,Youth,16015.40848090399
2042,อ่างทอง,Youth,15230.705402283198
2043,อ่างทอง,Youth,14446.002323662404
2044,อ่างทอง,Youth,13661.29924504161
2045,อ่างทอง,Youth,12876.596166420815
2046,อ่างทอง,Youth,12091.893087800021
